2,P,3
3,V,2
4,LV,2
5,LV,2
6,D,3
7,L,3
8,L,1
9,TIPO,1
10,TIPO,1
11,TIPO,1
12,A,2
13,ES,3
14,ES,3
15,ARG,1
16,ARG,1
17,ARG,1
18,A,2
19,CMD,4
20,LD,3
21,LD,1
22,OPRD,1
23,OPRD,1
24,A,2
25,COND,2
26,CAB,5
27,EXP_R,2
28,CP,2
29,CP,2
30,CP,2
31,CP,1
32,A,2
33,R,5
34,CP_R,2
35,CP_R,2
36,CP_R,2
37,CP_R,1
38,A,1
